 id time_cycles setting_1 setting_2 setting_3 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 s_18 s_19 s_20 s_21
8016 41 191 -0.0013 0.0002 100.0 518.67 643.17 1598.63 1415.36 14.62 21.61 552.65 2388.13 9114.68 1.3 47.8 520.84 2388.11 8181.36 8.4943 0.03 395 2388 100.0 38.56 23.1498
8017 41 192 0.0022 -0.0003 100.0 518.67 643.29 1593.07 1418.73 14.62 21.61 552.65 2388.12 9120.14 1.3 47.85 520.56 2388.11 8188.37 8.5129 0.03 394 2388 100.0 38.72 23.1414
8018 41 193 -0.0011 0.0002 100.0 518.67 643.36 1595.21 1419.76 14.62 21.61 552.58 2388.15 9115.98 1.3 47.72 521.13 2388.04 8189.85 8.4625 0.03 395 2388 100.0 38.74 23.1496
8019 41 194 -0.0005 0.0005 100.0 518.67 642.96 1594.57 1422.46 14.62 21.61 552.59 2388.13 9117.9 1.3 47.77 520.49 2388.09 8193.91 8.5019 0.03 395 2388 100.0 38.59 23.2329
8020 41 195 -0.0031 -0.0004 100.0 518.67 642.35 1596.48 1421.22 14.62 21.61 552.62 2388.08 9125.32 1.3 47.82 520.57 2388.11 8193.8 8.5162 0.03 394 2388 100.0 38.48 23.1055
8021 41 196 -0.0006 0.0003 100.0 518.67 643.28 1600.51 1414.8 14.62 21.61 552.06 2388.13 9117.01 1.3 47.77 520.95 2388.07 8196.84 8.4745 0.03 396 2388 100.0 38.73 23.2066
8022 41 197 0.002 -0.0003 100.0 518.67 643.62 1599.12 1419.88 14.62 21.61 552.74 2388.08 9121.2 1.3 47.86 520.62 2388.11 8189.84 8.4912 0.03 395 2388 100.0 38.68 23.188
8023 41 198 -0.0004 -0.0002 100.0 518.67 643.23 1596.67 1416.36 14.62 21.61 552.76 2388.11 9119.39 1.3 47.87 520.34 2388.08 8186.77 8.4935 0.03 396 2388 100.0 38.59 23.1971
8024 41 199 0.0006 0.0002 100.0 518.67 643.3 1592.09 1419.63 14.62 21.61 552.68 2388.09 9120.93 1.3 47.84 520.59 2388.14 8197.98 8.4879 0.03 396 2388 100.0 38.64 23.0716
8025 41 200 -0.0042 -0.0003 100.0 518.67 643.03 1593.26 1421.77 14.62 21.61 552.21 2388.16 9126.41 1.3 47.86 520.2 2388.08 8199.6 8.477 0.03 394 2388 100.0 38.56 23.2225
8026 41 201 0.003 0.0003 100.0 518.67 643.08 1596.2 1416.68 14.62 21.61 551.53 2388.15 9133.0 1.3 47.96 520.47 2388.1 8194.11 8.4683 0.03 396 2388 100.0 38.62 23.1026
8027 41 202 -0.0002 0.0004 100.0 518.67 642.8 1594.17 1417.11 14.62 21.61 552.11 2388.12 9130.02 1.3 47.92 520.59 2388.14 8198.03 8.4752 0.03 397 2388 100.0 38.59 23.0607
8028 41 203 0.0017 -0.0003 100.0 518.67 643.22 1594.8 1424.74 14.62 21.61 552.71 2388.16 9128.06 1.3 47.81 520.52 2388.15 8197.88 8.4812 0.03 396 2388 100.0 38.49 23.1872
8029 41 204 0.0012 0.0002 100.0 518.67 643.03 1598.1 1421.35 14.62 21.61 551.83 2388.15 9131.22 1.3 47.98 520.56 2388.15 8199.49 8.5129 0.03 395 2388 100.0 38.56 23.1615
8030 41 205 0.0008 -0.0 100.0 518.67 643.34 1600.74 1415.37 14.62 21.61 551.98 2388.12 9139.97 1.3 48.03 520.04 2388.12 8197.56 8.5 0.03 395 2388 100.0 38.64 23.0379
8031 41 206 0.0057 0.0003 100.0 518.67 643.63 1599.01 1419.32 14.62 21.61 552.15 2388.15 9137.83 1.3 47.87 520.97 2388.14 8206.71 8.4998 0.03 395 2388 100.0 38.45 23.1545
8032 41 207 -0.0037 -0.0 100.0 518.67 643.4 1601.51 1420.83 14.62 21.61 552.77 2388.12 9142.0 1.3 47.99 520.4 2388.13 8209.36 8.5278 0.03 397 2388 100.0 38.71 23.1533
8033 41 208 -0.0007 0.0 100.0 518.67 643.68 1599.48 1428.41 14.62 21.61 551.7 2388.19 9141.47 1.3 47.95 520.06 2388.1 8202.8 8.4869 0.03 397 2388 100.0 38.71 23.1123
8034 41 209 0.0016 0.0003 100.0 518.67 643.63 1597.54 1422.52 14.62 21.61 552.91 2388.18 9148.09 1.3 48.15 520.37 2388.12 8208.9 8.5426 0.03 395 2388 100.0 38.63 23.0502
8035 41 210 0.0016 0.0003 100.0 518.67 642.86 1597.65 1421.63 14.62 21.61 551.88 2388.16 9143.5 1.3 48.19 520.4 2388.15 8212.79 8.5217 0.03 396 2388 100.0 38.24 23.0194
8036 41 211 -0.0001 0.0005 100.0 518.67 643.95 1601.42 1429.42 14.62 21.61 551.44 2388.15 9143.75 1.3 48.06 520.17 2388.12 8213.3 8.5323 0.03 396 2388 100.0 38.49 23.0543
8037 41 212 -0.0012 0.0005 100.0 518.67 643.91 1603.06 1423.13 14.62 21.61 551.85 2388.15 9149.0 1.3 48.25 520.08 2388.15 8214.56 8.551 0.03 396 2388 100.0 38.59 23.0281
8038 41 213 -0.0013 -0.0002 100.0 518.67 643.49 1605.82 1434.97 14.62 21.61 551.97 2388.15 9149.92 1.3 48.32 519.69 2388.17 8209.9 8.5262 0.03 397 2388 100.0 38.48 23.0126
8039 41 214 -0.0014 0.0 100.0 518.67 644.07 1602.54 1431.63 14.62 21.61 550.98 2388.18 9155.38 1.3 48.03 519.6 2388.17 8215.17 8.5404 0.03 398 2388 100.0 38.49 23.0107
8040 41 215 -0.0 -0.0002 100.0 518.67 643.82 1610.3 1423.4 14.62 21.61 552.7 2388.22 9147.43 1.3 48.17 519.94 2388.19 8216.11 8.5354 0.03 398 2388 100.0 38.47 23.0304
8041 41 216 -0.0024 -0.0001 100.0 518.67 643.51 1603.91 1428.74 14.62 21.61 551.53 2388.16 9152.86 1.3 48.34 520.07 2388.17 8214.55 8.4999 0.03 398 2388 100.0 38.25 23.1237
8042 42 1 0.0016 -0.0001 100.0 518.67 642.6 1580.46 1394.47 14.62 21.61 554.81 2388.08 9061.05 1.3 47.38 521.97 2388.03 8144.4 8.4151 0.03 391 2388 100.0 38.87 23.3795
8043 42 2 0.0012 -0.0001 100.0 518.67 642.4 1588.76 1400.28 14.62 21.61 554.47 2388.08 9060.98 1.3 47.1 522.16 2388.0 8141.45 8.3744 0.03 391 2388 100.0 39.08 23.3892
8044 42 3 -0.006 0.0005 100.0 518.67 642.98 1590.3 1405.86 14.62 21.61 554.34 2388.08 9058.45 1.3 47.46 522.24 2388.05 8142.36 8.3947 0.03 393 2388 100.0 38.9 23.3858
8045 42 4 0.0031 0.0004 100.0 518.67 642.12 1588.84 1402.98 14.62 21.6 553.99 2387.98 9070.31 1.3 47.27 522.39 2388.02 8137.68 8.4241 0.03 392 2388 100.0 39.05 23.3261
8046 42 5 -0.0022 -0.0001 100.0 518.67 642.14 1590.78 1403.11 14.62 21.61 553.69 2387.98 9063.56 1.3 47.34 521.59 2388.05 8137.8 8.3895 0.03 393 2388 100.0 38.81 23.3922
8047 42 6 0.002 0.0003 100.0 518.67 642.26 1589.8 1402.05 14.62 21.61 554.06 2388.03 9063.49 1.3 47.43 522.52 2387.99 8143.27 8.4403 0.03 391 2388 100.0 39.07 23.3656
8048 42 7 0.0003 0.0002 100.0 518.67 642.3 1581.98 1403.07 14.62 21.61 554.81 2388.08 9062.42 1.3 47.27 522.14 2387.98 8143.66 8.4038 0.03 390 2388 100.0 39.12 23.4255
8049 42 8 0.0012 -0.0004 100.0 518.67 642.21 1591.28 1400.34 14.62 21.61 554.84 2388.05 9065.01 1.3 47.42 522.33 2387.99 8144.19 8.3991 0.03 392 2388 100.0 38.99 23.407
8050 42 9 0.0001 0.0001 100.0 518.67 642.62 1584.98 1403.2 14.62 21.61 553.22 2388.02 9057.52 1.3 47.26 522.27 2388.07 8143.06 8.4412 0.03 393 2388 100.0 38.96 23.459
8051 42 10 -0.0029 -0.0003 100.0 518.67 642.46 1586.76 1399.21 14.62 21.61 553.83 2388.05 9064.16 1.3 47.4 521.94 2388.06 8141.74 8.4428 0.03 391 2388 100.0 38.97 23.3415
8052 42 11 0.0025 -0.0003 100.0 518.67 642.86 1585.34 1407.86 14.62 21.61 554.17 2388.09 9053.78 1.3 47.37 522.31 2388.04 8144.52 8.4196 0.03 392 2388 100.0 39.12 23.3778
8053 42 12 0.002 -0.0003 100.0 518.67 642.87 1587.0 1408.09 14.62 21.61 553.73 2388.04 9055.35 1.3 47.43 521.86 2388.01 8137.92 8.4217 0.03 390 2388 100.0 38.88 23.4366
8054 42 13 -0.001 -0.0004 100.0 518.67 642.63 1587.9 1404.46 14.62 21.61 554.51 2388.01 9055.01 1.3 47.37 521.33 2388.07 8143.6 8.387 0.03 391 2388 100.0 38.99 23.403
8055 42 14 0.0012 -0.0002 100.0 518.67 641.6 1584.05 1407.37 14.62 21.61 554.72 2388.02 9057.99 1.3 47.19 521.55 2388.04 8146.8 8.3964 0.03 393 2388 100.0 39.06 23.4565
8056 42 15 0.0036 0.0001 100.0 518.67 642.97 1583.8 1405.38 14.62 21.61 554.36 2388.03 9064.62 1.3 47.32 521.54 2388.01 8142.83 8.382 0.03 393 2388 100.0 38.81 23.4572
8057 42 16 -0.0003 -0.0004 100.0 518.67 641.99 1584.39 1402.89 14.62 21.61 554.27 2388.07 9066.25 1.3 47.3 521.83 2388.03 8136.33 8.4188 0.03 393 2388 100.0 39.09 23.3508
8058 42 17 -0.0051 0.0004 100.0 518.67 642.21 1586.78 1407.31 14.62 21.61 554.36 2388.03 9071.06 1.3 47.33 521.58 2388.04 8143.55 8.4099 0.03 392 2388 100.0 39.06 23.3711
8059 42 18 0.0029 -0.0002 100.0 518.67 642.34 1590.23 1403.38 14.62 21.61 553.79 2388.0 9062.85 1.3 47.24 522.54 2388.01 8138.32 8.4223 0.03 392 2388 100.0 38.89 23.2589
8060 42 19 0.0022 -0.0002 100.0 518.67 642.35 1589.2 1396.44 14.62 21.61 554.13 2388.0 9063.3 1.3 47.37 522.34 2388.0 8141.16 8.4246 0.03 392 2388 100.0 38.97 23.2955
8061 42 20 0.0002 -0.0002 100.0 518.67 642.48 1585.53 1405.74 14.62 21.61 554.11 2388.05 9064.56 1.3 47.35 522.42 2388.04 8148.28 8.4495 0.03 392 2388 100.0 38.99 23.4065
8062 42 21 0.0038 -0.0002 100.0 518.67 642.57 1589.6 1401.32 14.62 21.61 554.49 2388.04 9061.6 1.3 47.04 521.54 2388.01 8139.33 8.4055 0.03 391 2388 100.0 38.99 23.4016
8063 42 22 0.0011 0.0002 100.0 518.67 642.52 1582.14 1395.81 14.62 21.61 553.65 2388.02 9064.92 1.3 47.27 522.21 2388.09 8140.59 8.4267 0.03 392 2388 100.0 39.07 23.3912
8064 42 23 -0.0037 0.0004 100.0 518.67 642.6 1588.97 1399.29 14.62 21.61 554.88 2388.02 9058.76 1.3 47.25 521.5 2388.06 8139.33 8.4041 0.03 393 2388 100.0 38.99 23.4262
8065 42 24 -0.0044 0.0005 100.0 518.67 642.49 1591.16 1398.86 14.62 21.61 554.17 2388.01 9063.3 1.3 47.4 521.63 2388.01 8140.92 8.4324 0.03 392 2388 100.0 38.9 23.3373
8066 42 25 -0.0018 0.0004 100.0 518.67 642.7 1589.23 1400.98 14.62 21.61 554.2 2388.06 9057.63 1.3 47.43 521.86 2388.0 8138.13 8.4386 0.03 394 2388 100.0 38.93 23.4046
8067 42 26 -0.0014 -0.0 100.0 518.67 642.52 1590.99 1402.15 14.62 21.61 554.1 2388.04 9061.21 1.3 47.26 522.32 2388.08 8142.25 8.4213 0.03 393 2388 100.0 39.0 23.3014
8068 42 27 0.0019 0.0002 100.0 518.67 642.58 1586.81 1397.25 14.62 21.61 553.96 2388.07 9066.89 1.3 47.22 522.35 2388.0 8140.88 8.4223 0.03 393 2388 100.0 38.96 23.378
8069 42 28 -0.0044 -0.0005 100.0 518.67 642.6 1594.31 1403.94 14.62 21.61 554.13 2388.03 9064.79 1.3 47.24 522.07 2388.0 8138.1 8.3917 0.03 393 2388 100.0 39.07 23.3193
8070 42 29 -0.0013 0.0003 100.0 518.67 642.29 1591.81 1399.87 14.62 21.61 554.26 2388.04 9061.53 1.3 47.17 522.02 2388.03 8139.62 8.3869 0.03 392 2388 100.0 38.8 23.4727
8071 42 30 -0.0013 -0.0 100.0 518.67 642.55 1587.38 1399.82 14.62 21.61 554.81 2388.09 9072.27 1.3 47.34 521.54 2388.0 8144.06 8.4206 0.03 391 2388 100.0 39.06 23.3579
8072 42 31 0.0017 -0.0 100.0 518.67 642.43 1590.14 1406.62 14.62 21.6 555.06 2388.03 9060.51 1.3 47.31 522.39 2388.04 8143.29 8.3796 0.03 392 2388 100.0 38.81 23.3884
8073 42 32 0.0015 -0.0004 100.0 518.67 642.43 1587.18 1407.89 14.62 21.61 554.55 2388.08 9066.2 1.3 47.34 521.91 2388.03 8142.92 8.4065 0.03 392 2388 100.0 38.97 23.2845
8074 42 33 -0.0009 0.0001 100.0 518.67 642.3 1583.36 1399.88 14.62 21.61 553.61 2388.06 9057.76 1.3 47.57 522.15 2388.01 8141.39 8.4263 0.03 393 2388 100.0 38.9 23.3138
8075 42 34 0.0013 -0.0004 100.0 518.67 642.33 1585.62 1401.65 14.62 21.61 554.13 2388.09 9059.3 1.3 47.26 521.95 2388.05 8147.39 8.4113 0.03 393 2388 100.0 39.09 23.3024
8076 42 35 -0.0026 0.0003 100.0 518.67 642.32 1591.3 1401.11 14.62 21.61 554.59 2388.05 9063.73 1.3 47.18 522.12 2388.01 8140.9 8.3996 0.03 392 2388 100.0 39.0 23.3202
8077 42 36 -0.0019 -0.0005 100.0 518.67 642.19 1582.64 1401.59 14.62 21.61 553.97 2388.05 9058.68 1.3 47.31 521.56 2388.07 8140.01 8.4185 0.03 391 2388 100.0 38.92 23.3359
8078 42 37 0.0011 0.0 100.0 518.67 642.16 1586.15 1398.96 14.62 21.61 554.23 2388.08 9062.22 1.3 47.3 521.85 2388.07 8139.15 8.4398 0.03 393 2388 100.0 38.76 23.3871
8079 42 38 0.0028 -0.0003 100.0 518.67 642.18 1583.79 1400.8 14.62 21.6 553.75 2388.04 9060.2 1.3 47.25 522.0 2388.09 8142.51 8.4416 0.03 390 2388 100.0 39.08 23.314
8080 42 39 -0.0023 -0.0003 100.0 518.67 642.52 1596.48 1406.29 14.62 21.61 553.53 2388.05 9065.47 1.3 47.27 521.89 2388.02 8141.39 8.4099 0.03 392 2388 100.0 38.95 23.2544
8081 42 40 0.0028 -0.0004 100.0 518.67 642.43 1590.29 1398.87 14.62 21.61 554.51 2388.1 9062.14 1.3 47.41 521.65 2388.0 8141.4 8.4355 0.03 392 2388 100.0 38.82 23.3442
8082 42 41 -0.0022 0.0003 100.0 518.67 642.28 1583.74 1402.36 14.62 21.61 554.47 2388.08 9057.53 1.3 47.32 522.65 2388.04 8142.93 8.4 0.03 392 2388 100.0 38.96 23.3714
8083 42 42 -0.0021 0.0002 100.0 518.67 642.58 1591.51 1394.88 14.62 21.61 554.45 2387.93 9059.64 1.3 47.3 521.96 2388.03 8145.03 8.4009 0.03 393 2388 100.0 38.81 23.4533
8084 42 43 0.0001 0.0004 100.0 518.67 642.27 1586.44 1397.3 14.62 21.61 553.25 2388.05 9053.32 1.3 47.34 522.16 2388.03 8141.0 8.3949 0.03 393 2388 100.0 38.97 23.3933
8085 42 44 0.0006 -0.0 100.0 518.67 642.56 1586.05 1402.05 14.62 21.61 553.76 2388.0 9062.87 1.3 47.28 521.78 2388.05 8143.73 8.3975 0.03 392 2388 100.0 39.1 23.381
8086 42 45 0.001 -0.0003 100.0 518.67 642.65 1589.3 1400.26 14.62 21.61 554.59 2388.07 9062.8 1.3 47.45 521.98 2388.04 8134.97 8.4303 0.03 394 2388 100.0 39.1 23.2819
8087 42 46 -0.0008 0.0004 100.0 518.67 642.6 1582.95 1402.15 14.62 21.61 554.03 2388.06 9060.84 1.3 47.44 522.05 2388.1 8139.72 8.4026 0.03 390 2388 100.0 39.0 23.3529
8088 42 47 0.0012 0.0002 100.0 518.67 641.91 1584.57 1409.7 14.62 21.61 553.75 2388.04 9068.75 1.3 47.3 521.89 2388.07 8145.84 8.4295 0.03 393 2388 100.0 39.13 23.3575
8089 42 48 0.0013 -0.0004 100.0 518.67 642.42 1579.85 1398.01 14.62 21.61 553.98 2388.03 9060.92 1.3 47.29 521.76 2388.03 8142.45 8.3902 0.03 391 2388 100.0 38.98 23.339
8090 42 49 0.0006 0.0004 100.0 518.67 641.96 1587.29 1402.59 14.62 21.61 553.55 2388.04 9063.44 1.3 47.39 522.01 2388.06 8145.73 8.4041 0.03 392 2388 100.0 38.84 23.4294
8091 42 50 -0.0002 -0.0003 100.0 518.67 642.18 1589.03 1398.57 14.62 21.61 553.57 2388.07 9059.09 1.3 47.31 521.46 2388.02 8147.68 8.4481 0.03 394 2388 100.0 38.78 23.3831
8092 42 51 0.0001 0.0 100.0 518.67 642.46 1578.23 1399.31 14.62 21.6 553.38 2388.07 9059.39 1.3 47.24 522.24 2388.06 8145.03 8.4268 0.03 392 2388 100.0 38.85 23.3961
8093 42 52 -0.0028 -0.0005 100.0 518.67 642.6 1583.53 1400.06 14.62 21.61 553.64 2388.0 9059.98 1.3 47.35 522.14 2388.1 8143.31 8.3956 0.03 393 2388 100.0 38.88 23.3292
8094 42 53 -0.0019 0.0002 100.0 518.67 641.67 1585.26 1401.36 14.62 21.61 553.78 2388.04 9062.13 1.3 47.41 522.33 2388.01 8145.75 8.4018 0.03 391 2388 100.0 38.94 23.4118
8095 42 54 -0.0034 -0.0004 100.0 518.67 642.22 1591.28 1406.55 14.62 21.61 553.85 2388.05 9056.41 1.3 47.35 522.31 2387.97 8141.73 8.3993 0.03 391 2388 100.0 38.92 23.2515
8096 42 55 0.0004 0.0001 100.0 518.67 641.74 1592.06 1401.41 14.62 21.61 554.56 2388.02 9056.0 1.3 47.26 521.89 2388.07 8142.07 8.4211 0.03 393 2388 100.0 38.85 23.26
8097 42 56 -0.0006 -0.0003 100.0 518.67 642.94 1580.95 1401.12 14.62 21.61 554.15 2388.07 9052.4 1.3 47.29 522.18 2388.06 8142.82 8.3888 0.03 391 2388 100.0 38.92 23.3116
8098 42 57 -0.0007 0.0003 100.0 518.67 642.81 1586.81 1407.54 14.62 21.61 554.26 2387.98 9061.89 1.3 47.57 521.98 2388.02 8139.93 8.4313 0.03 393 2388 100.0 38.67 23.3497
8099 42 58 0.0006 0.0002 100.0 518.67 642.2 1582.29 1407.56 14.62 21.61 553.61 2388.05 9056.74 1.3 47.42 522.04 2388.03 8143.5 8.4409 0.03 392 2388 100.0 38.91 23.3662
8100 42 59 0.0001 0.0002 100.0 518.67 642.42 1585.21 1406.69 14.62 21.61 553.9 2388.05 9062.18 1.3 47.35 522.06 2388.01 8139.12 8.4174 0.03 392 2388 100.0 39.02 23.3323
8101 42 60 0.0008 0.0002 100.0 518.67 642.58 1584.22 1404.46 14.62 21.61 554.64 2388.04 9063.32 1.3 47.37 522.19 2388.01 8141.69 8.3669 0.03 392 2388 100.0 38.67 23.3287
8102 42 61 0.0051 0.0003 100.0 518.67 642.78 1584.67 1403.87 14.62 21.61 553.88 2388.08 9057.06 1.3 47.38 521.98 2388.05 8143.72 8.4263 0.03 390 2388 100.0 39.11 23.2701
8103 42 62 0.0009 -0.0001 100.0 518.67 642.23 1581.89 1404.65 14.62 21.61 554.66 2388.06 9056.64 1.3 47.47 521.63 2388.07 8135.08 8.4079 0.03 393 2388 100.0 38.91 23.2394
8104 42 63 -0.0015 -0.0 100.0 518.67 642.33 1593.19 1398.8 14.62 21.61 554.04 2388.02 9061.81 1.3 47.42 522.02 2388.06 8142.77 8.4198 0.03 392 2388 100.0 38.84 23.3018
8105 42 64 0.0005 0.0005 100.0 518.67 641.56 1587.81 1397.83 14.62 21.61 553.7 2388.05 9060.55 1.3 47.41 521.91 2388.09 8132.37 8.4411 0.03 392 2388 100.0 38.86 23.3236
8106 42 65 -0.0067 0.0003 100.0 518.67 641.92 1596.28 1403.63 14.62 21.61 554.13 2388.07 9062.84 1.3 47.36 522.22 2388.05 8140.33 8.4034 0.03 393 2388 100.0 38.92 23.4635
8107 42 66 -0.0016 0.0001 100.0 518.67 642.53 1588.37 1404.1 14.62 21.61 554.49 2388.03 9068.24 1.3 47.41 521.56 2388.05 8148.13 8.4355 0.03 392 2388 100.0 39.06 23.3692
8108 42 67 -0.0019 -0.0001 100.0 518.67 642.8 1589.87 1402.71 14.62 21.61 554.31 2388.04 9068.1 1.3 47.48 522.44 2388.04 8142.25 8.4131 0.03 393 2388 100.0 38.85 23.2559
8109 42 68 0.0009 0.0002 100.0 518.67 642.68 1583.74 1402.35 14.62 21.61 553.75 2388.03 9061.03 1.3 47.32 521.47 2388.05 8141.64 8.4144 0.03 391 2388 100.0 39.05 23.3716
8110 42 69 -0.0003 -0.0003 100.0 518.67 641.69 1587.11 1408.68 14.62 21.61 554.7 2388.07 9051.05 1.3 47.38 521.27 2388.08 8140.4 8.4043 0.03 392 2388 100.0 38.91 23.4674
8111 42 70 0.0002 0.0002 100.0 518.67 642.49 1587.66 1404.95 14.62 21.61 554.0 2388.05 9059.26 1.3 47.36 522.1 2388.04 8140.77 8.4337 0.03 394 2388 100.0 38.73 23.3311
8112 42 71 -0.0022 0.0002 100.0 518.67 642.93 1585.49 1398.67 14.62 21.61 553.73 2388.03 9069.22 1.3 47.28 521.65 2388.04 8141.76 8.3996 0.03 392 2388 100.0 38.8 23.363
8113 42 72 0.0003 -0.0003 100.0 518.67 642.63 1592.41 1405.07 14.62 21.61 553.61 2388.05 9062.64 1.3 47.31 521.58 2388.07 8140.97 8.4044 0.03 392 2388 100.0 39.13 23.2963
8114 42 73 0.0024 0.0004 100.0 518.67 642.77 1586.44 1408.1 14.62 21.61 553.62 2388.05 9060.67 1.3 47.47 521.9 2388.03 8137.61 8.4477 0.03 393 2388 100.0 38.99 23.3245
8115 42 74 -0.0029 0.0 100.0 518.67 642.5 1597.06 1403.97 14.62 21.61 553.73 2388.08 9058.67 1.3 47.56 522.16 2388.09 8144.6 8.4553 0.03 393 2388 100.0 38.85 23.3672
8116 42 75 -0.0017 0.0004 100.0 518.67 642.77 1587.86 1405.22 14.62 21.61 553.54 2388.01 9062.86 1.3 47.5 522.06 2388.07 8139.92 8.3807 0.03 393 2388 100.0 38.79 23.3422
8117 42 76 0.0016 0.0 100.0 518.67 642.19 1587.75 1398.63 14.62 21.61 553.74 2388.05 9062.71 1.3 47.28 522.18 2388.09 8141.26 8.4216 0.03 392 2388 100.0 38.86 23.3355
8118 42 77 -0.0015 -0.0003 100.0 518.67 642.84 1582.92 1398.4 14.62 21.61 554.2 2388.0 9058.71 1.3 47.25 522.05 2388.01 8142.19 8.4054 0.03 394 2388 100.0 38.82 23.4565
8119 42 78 0.0011 -0.0003 100.0 518.67 642.44 1583.65 1404.35 14.62 21.61 554.09 2388.03 9055.01 1.3 47.44 521.81 2388.05 8146.92 8.4361 0.03 392 2388 100.0 38.78 23.3632
8120 42 79 -0.0036 -0.0004 100.0 518.67 642.16 1591.8 1406.7 14.62 21.61 553.67 2388.06 9061.83 1.3 47.6 522.01 2388.03 8145.05 8.4101 0.03 392 2388 100.0 39.03 23.2703
8121 42 80 -0.0 0.0005 100.0 518.67 642.2 1593.28 1406.18 14.62 21.61 554.03 2388.05 9065.39 1.3 47.36 521.82 2388.01 8143.3 8.4495 0.03 392 2388 100.0 38.9 23.2925
8122 42 81 0.0002 -0.0004 100.0 518.67 642.34 1592.02 1402.4 14.62 21.61 554.18 2388.1 9059.34 1.3 47.35 521.77 2388.07 8145.67 8.4605 0.03 392 2388 100.0 39.0 23.2933
8123 42 82 -0.0003 -0.0002 100.0 518.67 642.18 1589.29 1399.06 14.62 21.61 553.48 2388.04 9066.7 1.3 47.46 521.8 2388.06 8134.61 8.4438 0.03 392 2388 100.0 38.72 23.3434
8124 42 83 -0.0025 -0.0003 100.0 518.67 643.08 1589.53 1404.95 14.62 21.61 553.7 2388.05 9065.41 1.3 47.42 521.91 2388.07 8150.37 8.4156 0.03 392 2388 100.0 38.78 23.2308
8125 42 84 0.003 0.0003 100.0 518.67 642.31 1582.3 1406.94 14.62 21.61 554.09 2388.05 9064.72 1.3 47.33 521.41 2388.01 8137.8 8.4295 0.03 394 2388 100.0 38.79 23.4189
8126 42 85 0.0032 -0.0004 100.0 518.67 642.12 1580.62 1402.36 14.62 21.61 553.34 2388.07 9061.74 1.3 47.41 521.64 2388.02 8147.8 8.4204 0.03 393 2388 100.0 38.83 23.4441
8127 42 86 -0.0012 0.0004 100.0 518.67 642.39 1582.91 1407.56 14.62 21.61 553.73 2388.1 9064.32 1.3 47.49 522.01 2388.09 8143.39 8.4255 0.03 393 2388 100.0 39.06 23.3156
8128 42 87 -0.0015 -0.0004 100.0 518.67 642.11 1585.71 1405.89 14.62 21.61 553.28 2388.03 9061.2 1.3 47.46 521.8 2388.05 8147.64 8.4307 0.03 393 2388 100.0 39.02 23.3714
8129 42 88 -0.0012 -0.0003 100.0 518.67 642.84 1587.33 1404.17 14.62 21.61 553.71 2388.06 9053.9 1.3 47.38 521.86 2388.09 8139.85 8.3969 0.03 394 2388 100.0 39.03 23.3101
8130 42 89 0.0012 -0.0 100.0 518.67 642.68 1585.22 1406.99 14.62 21.61 553.3 2388.03 9063.93 1.3 47.23 522.14 2388.08 8139.3 8.4478 0.03 393 2388 100.0 38.82 23.2615
8131 42 90 0.0038 -0.0003 100.0 518.67 642.11 1595.14 1404.58 14.62 21.61 554.01 2388.08 9058.67 1.3 47.33 521.9 2388.03 8140.29 8.412 0.03 390 2388 100.0 38.76 23.2352
8132 42 91 0.0042 0.0 100.0 518.67 642.27 1587.04 1404.74 14.62 21.61 553.16 2388.07 9065.23 1.3 47.27 521.66 2388.04 8143.26 8.4117 0.03 393 2388 100.0 38.85 23.3784
8133 42 92 -0.0025 -0.0001 100.0 518.67 642.42 1590.07 1398.73 14.62 21.61 553.51 2388.08 9060.06 1.3 47.28 522.15 2388.05 8146.64 8.427 0.03 392 2388 100.0 39.06 23.3177
8134 42 93 -0.0028 -0.0002 100.0 518.67 642.88 1593.89 1408.3 14.62 21.61 554.57 2388.03 9058.16 1.3 47.13 521.39 2388.04 8143.56 8.4454 0.03 393 2388 100.0 38.71 23.3483
8135 42 94 0.0033 0.0003 100.0 518.67 643.12 1584.26 1406.39 14.62 21.61 553.24 2388.1 9057.91 1.3 47.31 521.49 2388.06 8138.96 8.4501 0.03 393 2388 100.0 38.79 23.366
8136 42 95 0.0022 0.0003 100.0 518.67 642.5 1591.8 1407.3 14.62 21.61 553.33 2388.05 9059.01 1.3 47.55 521.83 2388.08 8139.57 8.4163 0.03 393 2388 100.0 38.93 23.2978
8137 42 96 -0.0017 0.0002 100.0 518.67 642.53 1587.78 1401.27 14.62 21.61 554.05 2388.1 9058.76 1.3 47.36 521.79 2388.09 8144.9 8.4533 0.03 393 2388 100.0 38.94 23.4342
8138 42 97 -0.0005 0.0001 100.0 518.67 642.23 1591.34 1407.65 14.62 21.61 553.65 2388.05 9057.74 1.3 47.6 522.14 2388.06 8147.67 8.4136 0.03 393 2388 100.0 38.89 23.3845
8139 42 98 -0.0003 -0.0 100.0 518.67 642.27 1581.53 1409.05 14.62 21.61 553.41 2388.03 9057.18 1.3 47.45 521.52 2388.13 8135.67 8.4414 0.03 393 2388 100.0 38.83 23.2428
8140 42 99 -0.0032 0.0004 100.0 518.67 642.31 1589.53 1400.96 14.62 21.61 553.83 2388.09 9067.13 1.3 47.47 522.24 2388.03 8139.01 8.4217 0.03 393 2388 100.0 38.97 23.4099
